grade,chapter,title,counts,generations,cost_inr,seconds,exit,verdict,attempts,retried,report,log
iii,13,Time Goes On,14/11/8,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iii_ch13_20260820_104953.md,genon/out/runlogs/batch_mathematics_iii_ch13_20260820_104948.log
iii,14,The Surajkund Fair,10/8/6,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iii_ch14_20260820_104953.md,genon/out/runlogs/batch_mathematics_iii_ch14_20260820_104948.log
iv,1,Shapes Around Us,13/11/8,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch01_20260820_104954.md,genon/out/runlogs/batch_mathematics_iv_ch01_20260820_104948.log
iv,2,Hide and Seek,6/4,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/mathematics_iv_ch02_20260820_104954.md,genon/out/runlogs/batch_mathematics_iv_ch02_20260820_104948.log
iv,3,Patterns Around Us,10/8/6,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch03_20260820_104954.md,genon/out/runlogs/batch_mathematics_iv_ch03_20260820_104948.log
iv,4,Thousands Around Us,12/10/7,0,0.0,0.4,0,ALL PASS,1,,genon/out/library_reports/mathematics_iv_ch04_20260820_104955.md,genon/out/runlogs/batch_mathematics_iv_ch04_20260820_104948.log
iv,5,Sharing and Measuring,13/11/8,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch05_20260820_104955.md,genon/out/runlogs/batch_mathematics_iv_ch05_20260820_104948.log
iv,6,Measuring Length,11/9/7,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch06_20260820_104956.md,genon/out/runlogs/batch_mathematics_iv_ch06_20260820_104948.log
iv,7,The Cleanest Village,13/11/8,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch07_20260820_104956.md,genon/out/runlogs/batch_mathematics_iv_ch07_20260820_104948.log
iv,8,"Weigh It, Pour It",12/10/7,0,0.0,0.4,0,ALL PASS,1,,genon/out/library_reports/mathematics_iv_ch08_20260820_104956.md,genon/out/runlogs/batch_mathematics_iv_ch08_20260820_104948.log
iv,9,Equal Groups,16/13/10,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch09_20260820_104957.md,genon/out/runlogs/batch_mathematics_iv_ch09_20260820_104948.log
iv,10,"Elephants, Tigers, and Leopards",12/10/7,0,0.0,0.4,0,ALL PASS,1,,genon/out/library_reports/mathematics_iv_ch10_20260820_104957.md,genon/out/runlogs/batch_mathematics_iv_ch10_20260820_104948.log
iv,11,Fun with Symmetry,10/8/6,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch11_20260820_104957.md,genon/out/runlogs/batch_mathematics_iv_ch11_20260820_104948.log
iv,12,Ticking Clocks and Turning Calendar,8/5,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/mathematics_iv_ch12_20260820_104958.md,genon/out/runlogs/batch_mathematics_iv_ch12_20260820_104948.log
iv,13,The Transport Museum,16/13/10,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch13_20260820_104958.md,genon/out/runlogs/batch_mathematics_iv_ch13_20260820_104948.log
iv,14,Data Handling,8/5,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_iv_ch14_20260820_104959.md,genon/out/runlogs/batch_mathematics_iv_ch14_20260820_104948.log
v,1,We the Travellers—I,9/7/5,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch01_20260820_104959.md,genon/out/runlogs/batch_mathematics_v_ch01_20260820_104948.log
v,2,Fractions,8/5,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch02_20260820_104959.md,genon/out/runlogs/batch_mathematics_v_ch02_20260820_104948.log
v,3,Angles as Turns,11/9/7,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch03_20260820_105000.md,genon/out/runlogs/batch_mathematics_v_ch03_20260820_104948.log
v,4,We the Travellers — II,13/11/8,0,0.0,0.4,0,ALL PASS,1,,genon/out/library_reports/mathematics_v_ch04_20260820_105000.md,genon/out/runlogs/batch_mathematics_v_ch04_20260820_104948.log
v,5,Far and Near,16/13/10,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch05_20260820_105000.md,genon/out/runlogs/batch_mathematics_v_ch05_20260820_104948.log
v,6,The Dairy Farm,13/11/8,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch06_20260820_105001.md,genon/out/runlogs/batch_mathematics_v_ch06_20260820_104948.log
v,7,Shapes and Patterns,11/9/7,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch07_20260820_105001.md,genon/out/runlogs/batch_mathematics_v_ch07_20260820_104948.log
v,8,Weight and Capacity,13/11/8,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch08_20260820_105001.md,genon/out/runlogs/batch_mathematics_v_ch08_20260820_104948.log
v,9,Coconut Farm,13/11/8,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch09_20260820_105002.md,genon/out/runlogs/batch_mathematics_v_ch09_20260820_104948.log
v,10,Symmetrical Designs,9/7/5,0,0.0,0.4,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch10_20260820_105002.md,genon/out/runlogs/batch_mathematics_v_ch10_20260820_104948.log
v,11,Grandmother's Quilt,11/9/7,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch11_20260820_105003.md,genon/out/runlogs/batch_mathematics_v_ch11_20260820_104948.log
v,12,Racing Seconds,8/5,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/mathematics_v_ch12_20260820_105003.md,genon/out/runlogs/batch_mathematics_v_ch12_20260820_104948.log
v,13,Animal Jumps,8/5,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch13_20260820_105003.md,genon/out/runlogs/batch_mathematics_v_ch13_20260820_104948.log
v,14,Maps And Locations,9/7/5,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch14_20260820_105004.md,genon/out/runlogs/batch_mathematics_v_ch14_20260820_104948.log
v,15,Data Through Pictures,8/5,0,0.0,0.3,1,FAILURES — see report,1,,genon/out/library_reports/mathematics_v_ch15_20260820_105004.md,genon/out/runlogs/batch_mathematics_v_ch15_20260820_104948.log
