grade,chapter,title,counts,generations,cost_inr,seconds,exit,verdict,attempts,retried,report,log
iv,3,Nature Trail,16/13/10,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch03_20260812_151055.md,genon/out/runlogs/batch_the_world_around_us_iv_ch03_20260812_151052.log
iv,4,Growing up with Nature,13/11/8,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch04_20260812_151055.md,genon/out/runlogs/batch_the_world_around_us_iv_ch04_20260812_151052.log
iv,5,Food for Health,13/11/8,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch05_20260812_151055.md,genon/out/runlogs/batch_the_world_around_us_iv_ch05_20260812_151052.log
iv,6,Happy and Healthy Living,19/15/11,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch06_20260812_151056.md,genon/out/runlogs/batch_the_world_around_us_iv_ch06_20260812_151052.log
iv,7,How Things Work,13/11/8,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch07_20260812_151056.md,genon/out/runlogs/batch_the_world_around_us_iv_ch07_20260812_151052.log
iv,8,How Things are Made,13/11/8,0,0.0,0.2,1,FAILURES — see report,1,,genon/out/library_reports/the_world_around_us_iv_ch08_20260812_151056.md,genon/out/runlogs/batch_the_world_around_us_iv_ch08_20260812_151052.log
iv,9,"Different Lands, Different Lives",16/13/10,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch09_20260812_151056.md,genon/out/runlogs/batch_the_world_around_us_iv_ch09_20260812_151052.log
iv,10,Our Sky,10/8/6,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch10_20260812_151057.md,genon/out/runlogs/batch_the_world_around_us_iv_ch10_20260812_151052.log
iii,1,Family and Friends,10/8/6,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch01_20260812_151057.md,genon/out/runlogs/batch_the_world_around_us_iii_ch01_20260812_151052.log
iii,2,Going to the Mela,11/9/7,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch02_20260812_151057.md,genon/out/runlogs/batch_the_world_around_us_iii_ch02_20260812_151052.log
iii,3,Celebrating Festivals,10/8/6,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch03_20260812_151057.md,genon/out/runlogs/batch_the_world_around_us_iii_ch03_20260812_151052.log
iii,4,Getting to Know Plants,13/11/8,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch04_20260812_151057.md,genon/out/runlogs/batch_the_world_around_us_iii_ch04_20260812_151052.log
iii,5,Plants and Animals Live Together,10/8/6,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch05_20260812_151058.md,genon/out/runlogs/batch_the_world_around_us_iii_ch05_20260812_151052.log
iii,6,Living in Harmony,17/14/10,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch06_20260812_151058.md,genon/out/runlogs/batch_the_world_around_us_iii_ch06_20260812_151052.log
iii,7,Water–A Precious Gift,13/11/8,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch07_20260812_151058.md,genon/out/runlogs/batch_the_world_around_us_iii_ch07_20260812_151052.log
iii,8,Food We Eat,7/4,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch08_20260812_151058.md,genon/out/runlogs/batch_the_world_around_us_iii_ch08_20260812_151052.log
iii,9,Staying Healthy and Happy,6/4,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch09_20260812_151058.md,genon/out/runlogs/batch_the_world_around_us_iii_ch09_20260812_151052.log
iii,10,This World of Things,10/8/6,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch10_20260812_151059.md,genon/out/runlogs/batch_the_world_around_us_iii_ch10_20260812_151052.log
iii,11,Making Things,17/14/10,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch11_20260812_151059.md,genon/out/runlogs/batch_the_world_around_us_iii_ch11_20260812_151052.log
iii,12,Taking Charge of Waste,16/13/10,0,0.0,0.2,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iii_ch12_20260812_151059.md,genon/out/runlogs/batch_the_world_around_us_iii_ch12_20260812_151052.log
