grade,chapter,title,counts,generations,cost_inr,seconds,exit,verdict,attempts,retried,report,log
iv,8,How Things are Made,13/11/8,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch08_20260813_180917.md,genon/out/runlogs/batch_the_world_around_us_iv_ch08_20260813_180911.log
iv,9,"Different Lands, Different Lives",16/13/10,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch09_20260813_180917.md,genon/out/runlogs/batch_the_world_around_us_iv_ch09_20260813_180911.log
iv,10,Our Sky,10/8/6,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_iv_ch10_20260813_180917.md,genon/out/runlogs/batch_the_world_around_us_iv_ch10_20260813_180911.log
v,1,Water — The Essence of Life,14/11/8,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch01_20260813_180918.md,genon/out/runlogs/batch_the_world_around_us_v_ch01_20260813_180911.log
v,2,Journey of a River,16/13/10,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch02_20260813_180918.md,genon/out/runlogs/batch_the_world_around_us_v_ch02_20260813_180911.log
v,3,The Mystery of Food,8/5,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch03_20260813_180918.md,genon/out/runlogs/batch_the_world_around_us_v_ch03_20260813_180911.log
v,4,Our School—A Happy Place,16/13/10,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch04_20260813_180919.md,genon/out/runlogs/batch_the_world_around_us_v_ch04_20260813_180911.log
v,5,Our Vibrant Country,16/13/10,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch05_20260813_180919.md,genon/out/runlogs/batch_the_world_around_us_v_ch05_20260813_180911.log
v,6,Some Unique Places,19/15/11,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch06_20260813_180919.md,genon/out/runlogs/batch_the_world_around_us_v_ch06_20260813_180911.log
v,7,Energy—How Things Work,13/11/8,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch07_20260813_180920.md,genon/out/runlogs/batch_the_world_around_us_v_ch07_20260813_180911.log
v,8,Clothes—How Things are Made,10/8/6,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch08_20260813_180920.md,genon/out/runlogs/batch_the_world_around_us_v_ch08_20260813_180911.log
v,9,Rhythms of Nature,12/10/7,0,0.0,0.3,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch09_20260813_180920.md,genon/out/runlogs/batch_the_world_around_us_v_ch09_20260813_180911.log
v,10,Earth—Our Shared Home,16/13/10,0,0.0,0.4,0,ALL PASS,1,,genon/out/library_reports/the_world_around_us_v_ch10_20260813_180921.md,genon/out/runlogs/batch_the_world_around_us_v_ch10_20260813_180911.log
